entry	name	subsystem	size	source	decompile	sha256	callers	callees	strings	c_file	asm_file
ffffffffbfc035bc	octeon_gpio_set_mask	gpio-button	48	USER_DEFINED	success	c70b5958307e3c1713edf8a994a648d95bb3590d1720650525a83378b6d63f3d	1	1	0	decompiled/ffffffffbfc035bc_octeon_gpio_set_mask.c	assembly/ffffffffbfc035bc_octeon_gpio_set_mask.asm
ffffffffbfc035ec	FUN_ffffffffbfc035ec	bootloader-support	100	DEFAULT	success	927fecb59e638ace666fafe22e79b75e2268c83c049753446e270a1b02f793b0	1	2	0	decompiled/ffffffffbfc035ec_FUN_ffffffffbfc035ec.c	assembly/ffffffffbfc035ec_FUN_ffffffffbfc035ec.asm
ffffffffbfc03650	FUN_ffffffffbfc03650	bootloader-support	264	DEFAULT	success	a1a5d165f56fce6ba8eacb7a312b1e1319576c27efaa803685b60e83aa678303	2	3	4	decompiled/ffffffffbfc03650_FUN_ffffffffbfc03650.c	assembly/ffffffffbfc03650_FUN_ffffffffbfc03650.asm
ffffffffbfc03758	FUN_ffffffffbfc03758	bootloader-support	392	DEFAULT	success	97dc6dd27de9eded28b2b0c5985cd6d7d1540003cda9defc67ab54d1a6a00f5b	2	2	1	decompiled/ffffffffbfc03758_FUN_ffffffffbfc03758.c	assembly/ffffffffbfc03758_FUN_ffffffffbfc03758.asm
ffffffffbfc038e0	FUN_ffffffffbfc038e0	bootloader-support	220	DEFAULT	success	55178e6e49a2982ee41916f83f98e2b2e532bfa896c819a1efd4ac876b1297a9	3	3	0	decompiled/ffffffffbfc038e0_FUN_ffffffffbfc038e0.c	assembly/ffffffffbfc038e0_FUN_ffffffffbfc038e0.asm
ffffffffbfc039bc	FUN_ffffffffbfc039bc	bootloader-support	184	DEFAULT	success	00e3808955492508bc333428b53f3c0fab609b7292986e054e13214250a2c799	0	2	0	decompiled/ffffffffbfc039bc_FUN_ffffffffbfc039bc.c	assembly/ffffffffbfc039bc_FUN_ffffffffbfc039bc.asm
ffffffffbfc03a74	FUN_ffffffffbfc03a74	bootloader-support	156	DEFAULT	success	c50602139338762b402d931c5f2efaa26099fcbeb5f3085558f8c62dde129d99	0	1	0	decompiled/ffffffffbfc03a74_FUN_ffffffffbfc03a74.c	assembly/ffffffffbfc03a74_FUN_ffffffffbfc03a74.asm
ffffffffbfc03b10	FUN_ffffffffbfc03b10	bootloader-support	368	DEFAULT	success	dfcb1b23a0072e64891469dc92a64aad045e0d4229e2f15e9baee2dcad775d84	1	2	0	decompiled/ffffffffbfc03b10_FUN_ffffffffbfc03b10.c	assembly/ffffffffbfc03b10_FUN_ffffffffbfc03b10.asm
ffffffffbfc03c80	FUN_ffffffffbfc03c80	bootloader-support	96	DEFAULT	success	55ab16f40353ca79caeaa08f169b3547be44fb1896d2eac4faf6b8a0b237e569	2	2	1	decompiled/ffffffffbfc03c80_FUN_ffffffffbfc03c80.c	assembly/ffffffffbfc03c80_FUN_ffffffffbfc03c80.asm
ffffffffbfc03ce0	FUN_ffffffffbfc03ce0	bootloader-support	392	DEFAULT	success	263a65a39b1fc5b61614003c19321aac684b73f44acf2292387177e7d7bd1989	4	3	0	decompiled/ffffffffbfc03ce0_FUN_ffffffffbfc03ce0.c	assembly/ffffffffbfc03ce0_FUN_ffffffffbfc03ce0.asm
ffffffffbfc03e68	FUN_ffffffffbfc03e68	bootloader-support	60	DEFAULT	success	68c023cbca161bc40ca4d689bf021c786f61c7e667cc8896164895f67fe385ad	1	1	0	decompiled/ffffffffbfc03e68_FUN_ffffffffbfc03e68.c	assembly/ffffffffbfc03e68_FUN_ffffffffbfc03e68.asm
ffffffffbfc03ea4	FUN_ffffffffbfc03ea4	bootloader-support	204	DEFAULT	success	f68bf57729c79aa31b827dcc2d24f0f10f5fb9415ac6b5b83826f71c4ca44565	3	2	2	decompiled/ffffffffbfc03ea4_FUN_ffffffffbfc03ea4.c	assembly/ffffffffbfc03ea4_FUN_ffffffffbfc03ea4.asm
ffffffffbfc03f70	FUN_ffffffffbfc03f70	bootloader-support	452	DEFAULT	success	e6c32716052417902e8269f4922a2de8add639ef36d5aed97ac54b797bb8e49d	3	3	6	decompiled/ffffffffbfc03f70_FUN_ffffffffbfc03f70.c	assembly/ffffffffbfc03f70_FUN_ffffffffbfc03f70.asm
ffffffffbfc04134	FUN_ffffffffbfc04134	bootloader-support	248	DEFAULT	success	6513cc9bfe9e092214dd185dd1f8e6dfef419f23cdc502a0c3de87686f994016	4	4	1	decompiled/ffffffffbfc04134_FUN_ffffffffbfc04134.c	assembly/ffffffffbfc04134_FUN_ffffffffbfc04134.asm
ffffffffbfc0422c	FUN_ffffffffbfc0422c	bootloader-support	76	DEFAULT	success	c9eaffed75ae1757cd81d37df9c558f61a61d9bfb8917be666e38b1b1c84b6b8	1	1	1	decompiled/ffffffffbfc0422c_FUN_ffffffffbfc0422c.c	assembly/ffffffffbfc0422c_FUN_ffffffffbfc0422c.asm
ffffffffbfc04278	octeon_gpio_read_pin	gpio-button	36	USER_DEFINED	success	35548a80bf76218c9108a3ad831af9455fab59ea74cd499672202d6be3baad71	3	0	0	decompiled/ffffffffbfc04278_octeon_gpio_read_pin.c	assembly/ffffffffbfc04278_octeon_gpio_read_pin.asm
ffffffffbfc0429c	octeon_gpio_config_input	gpio-button	60	USER_DEFINED	success	2de92b830c6828972c3bc4e41071ea87e3078a89fb3eca3ae5fbf601162ccc24	1	0	0	decompiled/ffffffffbfc0429c_octeon_gpio_config_input.c	assembly/ffffffffbfc0429c_octeon_gpio_config_input.asm
ffffffffbfc042d8	FUN_ffffffffbfc042d8	bootloader-support	56	DEFAULT	success	3764af8e4cbc25569049966829de265a5926da225f0bf22203ce641ff7a194fd	1	0	0	decompiled/ffffffffbfc042d8_FUN_ffffffffbfc042d8.c	assembly/ffffffffbfc042d8_FUN_ffffffffbfc042d8.asm
ffffffffbfc04310	FUN_ffffffffbfc04310	bootloader-support	352	DEFAULT	success	cb49f61c65791eb5ebdd0886f6095cd9b65261b2513de2570ee7bd38e8e7b96d	3	7	1	decompiled/ffffffffbfc04310_FUN_ffffffffbfc04310.c	assembly/ffffffffbfc04310_FUN_ffffffffbfc04310.asm
ffffffffbfc044a0	FUN_ffffffffbfc044a0	bootloader-support	88	DEFAULT	success	8ea38a0938b2e72d80e9a3f19f8c06c7c31114d67cf3131a1571532fcd9c6beb	4	0	0	decompiled/ffffffffbfc044a0_FUN_ffffffffbfc044a0.c	assembly/ffffffffbfc044a0_FUN_ffffffffbfc044a0.asm
ffffffffbfc044f8	FUN_ffffffffbfc044f8	bootloader-support	328	DEFAULT	success	00da2d72b11de670c45ead79ea08291bfcad3336cf66480bbfc55abad6f57876	2	0	0	decompiled/ffffffffbfc044f8_FUN_ffffffffbfc044f8.c	assembly/ffffffffbfc044f8_FUN_ffffffffbfc044f8.asm
ffffffffbfc04640	FUN_ffffffffbfc04640	bootloader-support	28	DEFAULT	success	811ecf6d2c64405e9cfc456e819ff4139599afcb64592cef8d33c7ef23b7e570	1	0	0	decompiled/ffffffffbfc04640_FUN_ffffffffbfc04640.c	assembly/ffffffffbfc04640_FUN_ffffffffbfc04640.asm
ffffffffbfc0466c	FUN_ffffffffbfc0466c	bootloader-support	12	DEFAULT	success	7fc14b3a6424cdf577806efc94f4e068a81557419711b7e057e31a5283714f13	9	0	0	decompiled/ffffffffbfc0466c_FUN_ffffffffbfc0466c.c	assembly/ffffffffbfc0466c_FUN_ffffffffbfc0466c.asm
ffffffffbfc04678	FUN_ffffffffbfc04678	bootloader-support	1724	DEFAULT	success	ac8aef4e085fade16135304bed8998b2b284219acccd7d9e2e3e362da5980d68	3	12	5	decompiled/ffffffffbfc04678_FUN_ffffffffbfc04678.c	assembly/ffffffffbfc04678_FUN_ffffffffbfc04678.asm
ffffffffbfc04d40	FUN_ffffffffbfc04d40	bootloader-support	372	DEFAULT	success	b9301e9135b43c10d104e0e223837d726668ab5b0db15fc358d10824eeadd7b6	4	0	0	decompiled/ffffffffbfc04d40_FUN_ffffffffbfc04d40.c	assembly/ffffffffbfc04d40_FUN_ffffffffbfc04d40.asm
ffffffffbfc04eb8	FUN_ffffffffbfc04eb8	bootloader-support	48	DEFAULT	success	fd515591b27c624d4a3b04004b0413d4e7473666f87c0bc5f9a20cc525515e4c	4	0	0	decompiled/ffffffffbfc04eb8_FUN_ffffffffbfc04eb8.c	assembly/ffffffffbfc04eb8_FUN_ffffffffbfc04eb8.asm
ffffffffbfc04ee8	FUN_ffffffffbfc04ee8	bootloader-support	140	DEFAULT	success	e973c30435ba608f5b16b6c033fe9521e161245e1f31ebd2ed6e34a2be91d286	1	1	0	decompiled/ffffffffbfc04ee8_FUN_ffffffffbfc04ee8.c	assembly/ffffffffbfc04ee8_FUN_ffffffffbfc04ee8.asm
ffffffffbfc04f74	FUN_ffffffffbfc04f74	bootloader-support	152	DEFAULT	success	b3d16c2eb7ae4de4fec03d3151c596d13d41fcbb2b4fc833df7bd3b996bd8632	1	0	0	decompiled/ffffffffbfc04f74_FUN_ffffffffbfc04f74.c	assembly/ffffffffbfc04f74_FUN_ffffffffbfc04f74.asm
ffffffffbfc0500c	FUN_ffffffffbfc0500c	bootloader-support	108	DEFAULT	success	9811fc5e69ddeac0506217e54dbcf3b869964ef2543368ff950d45f57dcb567e	1	1	2	decompiled/ffffffffbfc0500c_FUN_ffffffffbfc0500c.c	assembly/ffffffffbfc0500c_FUN_ffffffffbfc0500c.asm
ffffffffbfc05078	FUN_ffffffffbfc05078	bootloader-support	108	DEFAULT	success	17f40a51c800850886f56e260019996a5a8536fc8395f098c1559da91a0ed3cb	1	1	2	decompiled/ffffffffbfc05078_FUN_ffffffffbfc05078.c	assembly/ffffffffbfc05078_FUN_ffffffffbfc05078.asm
ffffffffbfc050e4	FUN_ffffffffbfc050e4	bootloader-support	76	DEFAULT	success	31f63d6d254ec0fb1d06da8bc4e272516be3e2cea0caa02ff116b3adebc3c467	1	1	1	decompiled/ffffffffbfc050e4_FUN_ffffffffbfc050e4.c	assembly/ffffffffbfc050e4_FUN_ffffffffbfc050e4.asm
ffffffffbfc05130	FUN_ffffffffbfc05130	bootloader-support	60	DEFAULT	success	125d58c08ed1297fc3d84ea749c1caaa2311e361368377f0f19a2f0ae29ed847	0	1	0	decompiled/ffffffffbfc05130_FUN_ffffffffbfc05130.c	assembly/ffffffffbfc05130_FUN_ffffffffbfc05130.asm
ffffffffbfc0516c	FUN_ffffffffbfc0516c	bootloader-support	60	DEFAULT	success	9004f0c3d606fff2bf65ed6509fab4446e20c5f381a3b5d35bf01f823ee65e8e	0	1	0	decompiled/ffffffffbfc0516c_FUN_ffffffffbfc0516c.c	assembly/ffffffffbfc0516c_FUN_ffffffffbfc0516c.asm
ffffffffbfc051a8	FUN_ffffffffbfc051a8	bootloader-support	244	DEFAULT	success	daf786ca6b0f536a3e0d6ad005d78969875e134c22eef6973648d5f48d98424d	0	2	0	decompiled/ffffffffbfc051a8_FUN_ffffffffbfc051a8.c	assembly/ffffffffbfc051a8_FUN_ffffffffbfc051a8.asm
ffffffffbfc0529c	FUN_ffffffffbfc0529c	bootloader-support	184	DEFAULT	success	5fa1eefb3b841f61017b83d26acf1f166e3c62a7de5670c2ccd6c17870a80bde	0	2	0	decompiled/ffffffffbfc0529c_FUN_ffffffffbfc0529c.c	assembly/ffffffffbfc0529c_FUN_ffffffffbfc0529c.asm
ffffffffbfc05354	FUN_ffffffffbfc05354	bootloader-support	524	DEFAULT	success	c175f867789e1f665953869e637ac8372d3d1eca912bba9c7c2f5f662830a534	1	5	1	decompiled/ffffffffbfc05354_FUN_ffffffffbfc05354.c	assembly/ffffffffbfc05354_FUN_ffffffffbfc05354.asm
ffffffffbfc05560	FUN_ffffffffbfc05560	bootloader-support	488	DEFAULT	success	14df70b3d51af098bf0b4a2ea7e8bd2993fe91c5429fb6d1cd01651b80a0404c	1	2	0	decompiled/ffffffffbfc05560_FUN_ffffffffbfc05560.c	assembly/ffffffffbfc05560_FUN_ffffffffbfc05560.asm
ffffffffbfc05748	FUN_ffffffffbfc05748	bootloader-support	488	DEFAULT	success	5d38b5900e29f086014726ee6c92e4ffe03e0b4cc655a8d655edc3c1d62cb211	2	3	3	decompiled/ffffffffbfc05748_FUN_ffffffffbfc05748.c	assembly/ffffffffbfc05748_FUN_ffffffffbfc05748.asm
ffffffffbfc05930	FUN_ffffffffbfc05930	bootloader-support	2388	DEFAULT	success	bc7efbbc6bda31399137d0fc0e78d53e003de5f924c25d03398ec32bd5248e85	1	7	38	decompiled/ffffffffbfc05930_FUN_ffffffffbfc05930.c	assembly/ffffffffbfc05930_FUN_ffffffffbfc05930.asm
ffffffffbfc06290	FUN_ffffffffbfc06290	bootloader-support	56	DEFAULT	success	c8ccd8d2d4f283c067878d021a2f42374db93dd5faf8c45934ba58402b13f963	1	0	0	decompiled/ffffffffbfc06290_FUN_ffffffffbfc06290.c	assembly/ffffffffbfc06290_FUN_ffffffffbfc06290.asm
ffffffffbfc062c8	FUN_ffffffffbfc062c8	bootloader-support	48	DEFAULT	success	f9b1aec358e4ef48b3fb813ae1be8b4f87ceccad91dbb5a18e3332afe7b40ac5	7	0	0	decompiled/ffffffffbfc062c8_FUN_ffffffffbfc062c8.c	assembly/ffffffffbfc062c8_FUN_ffffffffbfc062c8.asm
ffffffffbfc062f8	FUN_ffffffffbfc062f8	bootloader-support	28	DEFAULT	success	435bede53311bec86dd2d3d5168f6fea9418bff23f39f2d89c38137c9e869940	1	0	0	decompiled/ffffffffbfc062f8_FUN_ffffffffbfc062f8.c	assembly/ffffffffbfc062f8_FUN_ffffffffbfc062f8.asm
ffffffffbfc06314	FUN_ffffffffbfc06314	bootloader-support	76	DEFAULT	success	1a227a54d5608dc61604650b11eb80450691b41948c78fa094eb0bb113252f14	1	0	0	decompiled/ffffffffbfc06314_FUN_ffffffffbfc06314.c	assembly/ffffffffbfc06314_FUN_ffffffffbfc06314.asm
ffffffffbfc06360	FUN_ffffffffbfc06360	bootloader-support	76	DEFAULT	success	9a672d318ae230895c0369af2b20e52274f9b57e0caba04f2db6f0f897ac9750	1	0	0	decompiled/ffffffffbfc06360_FUN_ffffffffbfc06360.c	assembly/ffffffffbfc06360_FUN_ffffffffbfc06360.asm
ffffffffbfc063ac	FUN_ffffffffbfc063ac	bootloader-support	196	DEFAULT	success	0d4a90c54e1338680c6f42bc20086c0178d42d78b3b4a18f5d1c61a4569619aa	1	1	0	decompiled/ffffffffbfc063ac_FUN_ffffffffbfc063ac.c	assembly/ffffffffbfc063ac_FUN_ffffffffbfc063ac.asm
ffffffffbfc06470	FUN_ffffffffbfc06470	bootloader-support	32	DEFAULT	success	9adc34fa943575cb38d926653d28ff0f9fd9eed25d07a12b14c671f42a290f95	2	1	0	decompiled/ffffffffbfc06470_FUN_ffffffffbfc06470.c	assembly/ffffffffbfc06470_FUN_ffffffffbfc06470.asm
ffffffffbfc06490	FUN_ffffffffbfc06490	bootloader-support	152	DEFAULT	success	694a0b26a8dd0ed19178f7a2bbbf04f918d68f70d778aee2bf2c12d1329c3134	4	1	0	decompiled/ffffffffbfc06490_FUN_ffffffffbfc06490.c	assembly/ffffffffbfc06490_FUN_ffffffffbfc06490.asm
